39.412654,15.840683,7.1866183,0.018975754,6.0273508,3.50E-05,0.02232773,641618.37,51.01616706,32.49612331,22.56851578,-0.000440967,-0.000357158,0.000168757,0.01764092,0.017989283,0.016402737,0.929887756
8.4680309,18.367251,1.493913,0.019499157,7.2849846,3.42E-05,0.0371515,7949873.8,31.01743269,25.40166855,24.43328857,2.07E-05,-0.000110053,-0.000582926,0.017162777,0.017991195,0.018851899,1.010094164
122.19565,48.3954,21.196413,0.019328281,7.8356224,2.15E-05,0.015253836,83597.137,25.59492226,22.22556496,55.16040262,0.001352027,-0.000432164,0.00020482,0.02045662,0.017923331,0.018543665,0.982348253
122.27335,31.49183,19.111236,0.016411284,5.9060519,6.21E-05,0.036216377,8349078.7,27.34375056,21.82341957,28.102705,0.000775848,-0.000315863,-0.00051023,0.020788809,0.016216869,0.018009465,0.966831036
168.24472,35.19343,8.5455107,0.010450953,8.0149925,4.31E-05,0.048646078,191024.91,19.9091134,26.51713562,29.89212372,0.000868646,-0.000226839,-0.000463153,0.014758206,0.018404264,0.018761859,0.996126506
69.030374,17.982958,6.3977674,0.003164543,1.0789461,3.34E-06,0.01963701,4068675.1,31.92456627,17.24744415,17.36812401,-0.001487926,-0.000128869,-0.000374034,0.018231956,0.011623749,0.011410232,0.820539162
93.494947,8.5671021,22.276396,0.014466964,9.3472651,1.47E-05,0.039232776,2254168.7,34.01811885,35.94002055,39.58244991,-0.00095588,0.000925532,-0.001321818,0.026643773,0.021970118,0.023216623,0.893715122
149.57376,26.284447,40.385677,0.012259489,8.6852211,5.92E-05,0.030259764,2794733.2,32.80161657,23.53948021,28.38034058,0.003079757,-0.000911143,0.000777486,0.016657105,0.014457022,0.023065224,0.87873706
6.2229799,28.70757,15.077804,0.018231998,9.311087,9.16E-06,0.015856545,8970199.8,38.53549248,31.7751652,184.8059166,-0.000148895,-0.000112051,0.000275304,0.01491174,0.018957519,0.019261213,0.96748547
9.6230943,35.124458,34.647722,0.002191528,4.5383802,1.17E-05,0.040949777,418110.62,12.43729019,39.49440002,22.36390819,-0.002282181,-0.000225011,0.000809939,0.00660326,0.018526239,0.017944345,0.918925492
95.346035,34.760372,9.2591084,0.001004037,9.3565624,7.99E-05,0.042899685,1080204.3,52.72626495,65.43008782,30.6271956,-0.006707682,-0.000150136,8.09E-05,0.021219763,0.018911245,0.017980095,0.913610397
120.80689,40.575682,43.83535,0.011850935,6.5450626,5.37E-05,0.010003338,9999914.5,48.98553467,21.52550804,29.63913727,0.002711355,-4.61E-05,-0.000766743,0.02345697,0.014281465,0.019909063,1.071918327
1.3856735,23.483196,26.726522,0.010668903,6.3678164,1.98E-05,0.036100119,8562518,20.02209949,29.22913933,86.27046239,-0.000322304,-0.001650139,0.000917425,0.008406202,0.020058148,0.018496892,0.85290585
69.014817,37.070443,10.662101,0.018253324,7.2899022,5.32E-05,0.029703811,7823913.6,34.19002291,23.37692976,25.15563774,-0.000741433,-5.72E-05,-0.000179449,0.020847078,0.018583289,0.01751695,0.946281163
12.031603,8.9280695,5.9251116,0.018619564,1.3861366,5.79E-05,0.031953973,2859080.2,18.82972078,23.80021667,18.49816132,-0.000230558,1.20E-05,-0.000128272,0.011874115,0.012378987,0.012173166,0.942679754
75.147475,17.064176,16.350421,0.018014995,4.4985718,8.28E-05,0.005424139,558211.25,28.17652512,42.35215921,491.496164,-0.00075074,0.000409054,-0.000421893,0.019525559,0.017408005,0.015927117,0.919301647
123.61909,1.6106141,10.531155,0.003015688,3.5964895,1.68E-05,0.023506822,5986561.1,35.32301331,31.2599105,42.54792846,-0.001771104,0.002134181,-0.001801087,0.018073668,0.011553823,0.022179435,0.248606963
106.0158,22.59127,10.11384,0.001664565,9.0986911,3.48E-05,0.009153927,9387124.7,49.09879303,36.83549882,35.01000786,-0.004566296,0.000189783,4.30E-05,0.031159133,0.017725247,0.017784515,0.899855394
